date,stock_type,price_type,price
2020-10-09,VZ,high,59.540001
2020-10-12,VZ,high,59.68
2020-10-13,VZ,high,59.720001
2020-10-14,VZ,high,59.52
2020-10-15,VZ,high,58.279999
2020-10-16,VZ,high,58.43
2020-10-19,VZ,high,58.290001
2020-10-20,VZ,high,57.669998
2020-10-21,VZ,high,57.709999
2020-10-22,VZ,high,57.66
2020-10-23,VZ,high,57.970001
2020-10-26,VZ,high,57.849998
2020-10-27,VZ,high,57.849998
2020-10-28,VZ,high,57.349998
2020-10-29,VZ,high,57.310001
2020-10-30,VZ,high,57.07
2020-11-02,VZ,high,58.209999
2020-11-03,VZ,high,58.380001
2020-11-04,VZ,high,57.849998
2020-11-05,VZ,high,58.970001
2020-11-06,VZ,high,58.75
2020-11-09,VZ,high,60.580002
2020-11-10,VZ,high,61.41
2020-11-11,VZ,high,61.349998
2020-11-12,VZ,high,61.009998
2020-11-13,VZ,high,61.189999
2020-11-16,VZ,high,61.459999
2020-11-17,VZ,high,61.02
2020-11-18,VZ,high,61.150002
2020-11-19,VZ,high,60.439999
2020-11-20,VZ,high,60.330002
2020-11-23,VZ,high,60.389999
2020-11-24,VZ,high,60.799999
2020-11-25,VZ,high,60.740002
2020-11-27,VZ,high,60.740002
2020-11-30,VZ,high,60.599998
2020-12-01,VZ,high,60.919998
2020-12-02,VZ,high,61.950001
2020-12-03,VZ,high,61.830002
2020-12-04,VZ,high,61.799999
2020-12-07,VZ,high,61.700001
2020-12-08,VZ,high,61.700001
2020-12-09,VZ,high,61.82
2020-12-10,VZ,high,61.349998
2020-12-11,VZ,high,60.529999
2020-12-14,VZ,high,61.060001
2020-12-15,VZ,high,60.740002
2020-12-16,VZ,high,60.450001
2020-12-17,VZ,high,60.150002
2020-12-18,VZ,high,60.779999
2020-12-21,VZ,high,60.130001
2020-12-22,VZ,high,59.419998
2020-12-23,VZ,high,59.279999
2020-12-24,VZ,high,59.07
2020-12-28,VZ,high,59.18
2020-12-29,VZ,high,59.240002
2020-12-30,VZ,high,58.939999
2020-12-31,VZ,high,58.799999
2021-01-04,VZ,high,59.150002
2021-01-05,VZ,high,59.09
2021-01-06,VZ,high,59.540001
2021-01-07,VZ,high,58.759998
2021-01-08,VZ,high,58.360001
2021-01-11,VZ,high,58.049999
2021-01-12,VZ,high,57.450001
2021-01-13,VZ,high,57.25
2021-01-14,VZ,high,57.43
2021-01-15,VZ,high,57.5
2021-01-19,VZ,high,57.580002
2021-01-20,VZ,high,57.389999
2021-01-21,VZ,high,57.509998
2021-01-22,VZ,high,57.689999
2021-01-25,VZ,high,58.619999
